chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
2.402147990535979,-2.1243088827559897,0.5826769799732118,2.902031432233451,-1.43940713247719,0.5835833555746999,-1.449698884706356,1.3787945642441262,-1.3347306523518403,0.5962400086901686,-1.4355276871835485,-1.5316772264637526,0.13254357551072915,0.17516621388489823,-0.17301501645973807,-0.48575902075305744,2.5654663216830365,1.3819699361379363,3.671416631951727,0.20595064981151345,0.010934717847522165,-0.3996582855252403,1.9575811924731843,0.44927900536563314,1.0421954486350509,1.12647008854223,1.3440494916528813,0.5605454268311075,0.1070118989552557,0.5470530343599498,0.11677678624075807,2.0635312587512185,0.10855950193175966,0.11585468969009732,-0.42538681422405944,1.1305640732689628,-0.35516813642020423,-0.21458828093539284,-1.2579333724996242,1.3466713754314854,-1.0921823170933798,-0.5157602699760074,-1.2285564602344052,1.710138995593124,-0.9470220164635514,-0.6598745793546325,-1.1834986588120837,1.6038188638673496,-0.674540630391646,-0.9786870080747063,-0.8462930924965061,1.575747773350158,-0.691457221041369,-0.17660251474190788,-0.8423612657793222,3
1.9400333121348432,-2.2437971243958312,0.691399040669894,3.2286011886902384,-1.7847328828132403,-0.498648411365858,-1.7319842596212527,1.7495983209341797,-1.614639151092174,0.16005251877489982,-1.7025232274674003,-1.8513094812688253,0.25218673971728406,0.5598419058986432,-0.17301501645973807,-0.4474365005614526,0.43547207044813285,1.9676354844762651,0.3386495022235129,0.6858986089681595,0.6242725312756232,-0.8245961912945974,1.7901219954648153,0.7004980349606368,2.4455390780592876,1.0464342929673542,0.49722545617087927,0.5852102397657615,0.059051291084189335,0.6589924899422436,-0.48982597747387757,1.9018268648463232,0.475858441740953,0.04852009128652625,-0.6336615210554787,0.9685045130869316,-0.37146566698966393,-0.42169509297699154,-0.7795675025126524,1.2671293152916954,-1.0341329447953655,-0.36346047909840135,-1.0170777671343914,1.4210372483552332,-0.8160773525330051,-0.4085145456243964,-0.9492994038271968,1.9250111422712783,-0.2640809972601133,-0.5739771432325932,-0.7818356384188258,1.7407006418635007,-0.6083709445344957,-0.6306974130842855,-1.0266330571850295,3
1.7712775184480314,-1.936797603366021,0.6582431887670566,2.45601759836543,-1.5088143364442264,0.2949489054852466,-1.4602153555901414,2.581474193623656,-1.360200874066543,1.094971800983039,-1.4505112097282138,-1.549409798559109,0.283203143362913,0.3273407057827148,-0.17301501645973807,-0.2672342856730859,0.7112071222481637,1.6544399068147604,1.5741991050550277,0.5962617773731468,0.6025201927996091,-0.2968582622961233,3.488779723496012,0.3901884435439753,2.0451296158313217,1.2259829607316888,1.4073567578125865,0.292088096807302,0.0907606931066918,0.6861981545094009,0.47579079624988263,1.6342278033050668,-0.6171207741760477,0.3142046443353439,-0.15348411392937927,1.2031344337576437,-0.9591787514303469,0.04742746089070558,-1.2723734681211731,1.3363713190532842,-1.1865386834111094,-0.7392774582001788,-0.9441252691135034,1.4798368808891782,-0.31851281296254175,-0.5958013824792414,-0.7961731973438076,2.0977104868070042,-0.3169915100526528,-1.0820017403358833,-0.741728351481585,1.838975216754218,-0.6367068857772503,-0.6360162374958298,-1.0595303580572806,3
2.1618345698611012,-2.9081911653641357,0.7637193679347999,3.011965663532222,-1.752832395954607,-0.566559128657465,-1.6555175230790957,1.5605765166300967,-1.5623526130436496,0.10731458412154614,-1.7122715433398332,-1.8631259941476765,0.13224914893606493,0.4737294798332941,-0.17301501645973807,-0.38538709112539055,0.519821994579198,1.8758679867346357,0.3358790343052497,0.49590492656638874,0.8389615971656226,-0.6391046243189689,2.675134864010872,0.79306361693483,1.938398670838496,1.2424036558837752,0.8620543627170091,0.5990527253131049,0.18425920152162978,0.7127506351978159,-0.3464568582317365,2.0012963201176937,-0.10042926897226127,0.055013498247378396,-0.13386003852460276,0.874676164928211,-0.2834934992335713,-0.34753886230125425,-1.1454125466939307,1.4246845306162834,-1.204080365698911,-0.2517423462700017,-1.2456551348692075,1.604531960242739,-0.6393067872546615,-0.37117994698857276,-0.7886955778482567,1.5869744106897814,-0.5510935986864262,-1.0633797633051691,-1.0810424730247772,1.8428830411429056,-0.2380169526020584,-0.4660803010940296,-0.7819948766792109,3
2.606409103495187,-3.4076744213303365,1.3090707885821622,2.2537863235377458,-1.7684062924416126,-0.49264493188340786,-1.6010747388825326,1.952129093421972,-1.5481790285246908,0.23639906517172954,-1.7590273546539084,-1.9199448284545464,-0.4246849211447429,1.6405535644921951,-0.17301501645973807,-0.26004859458961993,0.4896308502337787,1.8500728948554632,0.6200456173305126,0.5720659756781511,0.6157052986046155,-0.3710413064545181,2.149213352762043,0.5276665216631634,2.140853176057592,1.3640605026536416,0.5042312563598976,0.6744746703079136,0.6230455518603889,0.7564370241227264,0.3874037328416379,1.8091585832935095,0.00493762937036301,0.4576423375840061,0.025605401529819827,0.89287408781872,-0.7519287496387601,-0.3496606304651561,-1.0010744182672375,1.312115835097003,-1.1096576798742597,-0.5258058842009442,-1.0415688742383418,1.6291398740201406,-0.7747589584156717,-0.360768314530556,-0.8887811949503609,2.5481016640969147,-0.41935227767171684,-0.4264561756776738,-0.9372947233876561,2.407073678876287,-0.810945377656503,0.08976821281138737,-0.7654394651784616,3
1.694720314847624,-0.4350524518129605,1.5710259034031873,2.588450346155879,-1.0864131176357064,-0.05846504679716615,-0.8022037172071365,0.5789628132331774,-0.763643411687569,0.33569995032257893,-1.3216168109704922,-1.397663554110615,0.6673254002499517,1.586007375474702,-0.17301501645973807,0.17788046290451814,-0.24191921962973337,0.7920095882682466,0.16638510961044142,-0.23886511108876682,-0.4920539760552841,1.0755423129618893,0.8544327981562427,-0.44563596287703117,1.0994492511493965,2.3512950904981453,-0.11273232330866997,0.7126412333974141,0.9517117069976162,1.3403923444591852,1.5114984158065912,1.7587744626288508,0.2923008610676934,0.8774466306303267,-0.47195368887679773,1.2228822955219973,-0.46558208155458924,-0.04067958904819047,-0.3288185991214232,1.5669653078255579,-0.48070828847627667,-1.421009057608873,-0.366932595672947,1.9578813311290482,-0.003093804209914123,-1.1512347694272784,-0.396768269752021,2.704907720069173,-0.6024529299037035,-1.1432031121643627,-0.6014328018807945,1.635004312667351,-0.3190772455085247,-0.691197657565397,-0.24946224839331482,3
2.0302907870246942,-0.2162711507360564,1.400314990765157,2.0666595252397224,-1.4629663772332808,-0.49987200448282815,-1.1267359433172819,1.047150380016351,-1.1235521612229946,0.2567427257425831,-1.6938580578030158,-1.8408145710513943,0.8899334003659777,1.4344253250962757,-0.17301501645973807,-0.08890435805818064,-0.12606553095441558,1.1553135951559046,0.1372422389994388,0.15724603148415367,-0.4021766754083308,0.4554385934983669,1.566342424222177,-0.002914964911608591,1.9303394436621457,2.1148985980656856,0.6170094336372961,0.9450040789536708,1.0634031441583538,0.7554752049365012,1.662160978137939,2.226906540804461,1.3130309852044049,0.7598918500120863,-0.45276347731695027,1.0726636668680567,-0.39214643932340837,-0.153060485169282,-0.6136170827311361,1.701113739347881,-0.39146744738905287,-0.4367939086612873,-0.6704082758623325,2.1655543496000385,-0.3658521366421049,-0.47231103434841276,-0.909445389860057,2.3556083228459697,-0.5666497664884994,-0.9613277821922598,0.0016301126531084926,1.9508246069356565,0.18388445359005262,-0.0728123311463971,-0.7514405814279376,3
2.5710856268427835,-1.5040889732188814,0.9575445409112978,1.7416225231657956,-1.590536115440022,-0.23461658377631414,-1.3210544729593094,1.2339681671019864,-1.3231964690468403,0.3553044707016292,-1.7142573113879214,-1.8655343258020525,0.034863556561556014,0.7930782419223187,-0.17301501645973807,-0.34206617964758246,0.4397581449016694,1.1868647896722895,0.3829472437755231,0.38528381718512617,0.6900258770787627,0.33391595442995065,2.023845912374306,0.6182140263095446,2.6231679983381575,1.8073746165743096,0.20129360690338033,1.110923121056326,0.2532870058889229,0.9092003809760056,0.8052559329744061,2.1767047847246634,0.6354753508823004,0.4978089913003429,-0.20470000495209772,1.4120036043285111,-0.8510832143356802,-0.2307717804241233,-0.7781014037763361,1.6133171077110193,-1.0795644552113888,-0.28884959098997376,-0.8530917413878915,1.7910847467716047,-0.9057646951036832,-0.2660495775900445,-0.4805358867025207,1.9906838631736041,-0.32059554162884096,-0.26498824608091964,-0.48162495921714166,1.9993788010003466,-0.6415770919829832,-0.7345572229373166,-0.4958983434492003,3
2.42010586212486,-1.0283592587713217,1.352078605427553,2.045694532328488,-1.259556790531711,0.32424452767011114,-0.985966100810872,1.6414623498378829,-1.0065475054082,1.0058671157909698,-1.4611621474406866,-1.5620296933580482,0.16222918504436837,1.1307185859594986,-0.17301501645973807,-0.08876266323569862,0.7849455853938074,0.8991804186148117,1.038495801822281,0.1876914304671339,0.008774020605675106,0.5917136199189739,2.0396014177084445,-0.15184020912009433,3.0326180931434914,2.485224536454515,0.36885155877949544,0.9144505622816512,0.7058703383685128,1.2860572170723765,1.9033854822231455,2.0644210781153824,0.4289576369732471,0.4876229344842298,-0.5869843614148463,1.1664640778562778,-0.4084503768238471,-0.04970067353250693,-0.1324205693137568,1.8607789154078935,-0.8800053744673677,-0.5505631884661064,-0.6042721960421001,1.970184627008276,-0.530251106193933,-0.6117028567456985,-0.5710151842719894,2.3278194472858496,-0.26868106869234637,-0.9909035989286679,-0.3311080832816463,2.0907647319044784,-0.4485705510003201,-0.5955811614386707,-0.6477202980614555,3
1.6860773132106004,-0.11747418091666273,1.611944878669263,2.424067694777566,-1.3119979333007743,-0.3001568354341447,-0.9125892901711171,0.21448253355362532,-1.0187943270409687,0.11027061081214108,-1.5961943747106806,-1.723091601398864,0.21172820751270735,1.8876007987287908,-0.17301501645973807,0.0018209211603588784,-0.33176261765192144,0.9185941785372401,0.23858532162782997,0.16081314795065743,-0.3523114353088834,0.96359714722315,0.9636169629105857,-0.30991882809604243,-0.03266054495607954,2.3144776153587485,0.19998328013516503,0.736136912601041,0.31756577557052684,0.908413752888712,2.0533484515542786,1.6969756207331614,1.1130695824448211,0.7186720587569032,-0.029516095652305546,1.3586124575898597,-0.04967956073680037,-0.06661727599667469,0.4466976743529933,1.7360254044099528,-0.7352655836477887,-0.7775714146042696,-1.087452081810387,1.94532587237671,-0.36518309443451874,-1.188651357110213,-0.6837793491882403,2.4896109647923828,-0.37143404980783834,-0.05707277641623021,-0.5372275851197293,2.0789856232083577,0.21585533535202298,-0.9052708597690992,-0.7056169858373427,3
